Season,Week,Name,Industry,Age,Judge_Score_Sum,Num_Judges,Max_Possible_Score,Is_Eliminated,System_Type,Final_Placement,Week_Total_Judge_Score,Judge_Share_Pct,Judge_Rank_In_Week,Estimated_Fan_Share,Estimated_Fan_Rank
19,1,Jonathan Bennett,Actor/Actress,33,30.0,4,40,0,Percent,9,372.0,0.080645161,6,0.080645161,6
19,1,Lea Thompson,Actor/Actress,53,32.0,4,40,0,Percent,6,372.0,0.086021505,3,0.086021505,3
19,1,Janel Parrish,Actor/Actress,25,29.0,4,40,0,Percent,3,372.0,0.077956989,7,0.077956989,7
19,1,Alfonso Ribeiro,Actor/Actress,42,36.0,4,40,0,Percent,1,372.0,0.096774194,1,0.096774194,1
19,1,Lolo Jones,Athlete,32,22.0,4,40,1,Percent,13,372.0,0.059139785,12,0.053713441,13
19,1,Randy Couture,Athlete,51,31.0,4,40,0,Percent,11,372.0,0.083333333,5,0.083333333,5
19,1,Tommy Chong,Comedian,76,27.0,4,40,0,Percent,5,372.0,0.072580645,9,0.072580645,9
19,1,Betsey Johnson,Fashion Designer,72,20.0,4,40,0,Percent,10,372.0,0.053763441,13,0.059189785,12
19,1,Michael Waltrip,Racing Driver,51,25.0,4,40,0,Percent,7,372.0,0.067204301,10,0.067204301,11
19,1,Tavis Smiley,Radio Personality,50,29.0,4,40,0,Percent,12,372.0,0.077956989,7,0.077956989,8
19,1,Bethany Mota,Social Media Personality,18,32.0,4,40,0,Percent,4,372.0,0.086021505,3,0.086021505,4
19,1,Sadie Robertson,TV Personality,17,34.0,4,40,0,Percent,2,372.0,0.091397849,2,0.091397849,2
19,2,Antonio Sabato Jr.,Actor/Actress,42,31.0,4,40,0,Percent,8,362.0,0.085635359,5,0.085635359,5
19,2,Jonathan Bennett,Actor/Actress,33,30.0,4,40,0,Percent,9,362.0,0.082872928,7,0.082872928,7
19,2,Lea Thompson,Actor/Actress,53,35.0,4,40,0,Percent,6,362.0,0.096685083,1,0.096685083,1
19,2,Janel Parrish,Actor/Actress,25,34.0,4,40,0,Percent,3,362.0,0.093922652,2,0.093922652,2
19,2,Alfonso Ribeiro,Actor/Actress,42,32.0,4,40,0,Percent,1,362.0,0.08839779,4,0.08839779,4
19,2,Randy Couture,Athlete,51,28.0,4,40,0,Percent,11,362.0,0.077348066,8,0.077348066,9
19,2,Tommy Chong,Comedian,76,28.0,4,40,0,Percent,5,362.0,0.077348066,8,0.077348066,10
19,2,Betsey Johnson,Fashion Designer,72,28.0,4,40,0,Percent,10,362.0,0.077348066,8,0.077348066,11
19,2,Michael Waltrip,Racing Driver,51,24.0,4,40,0,Percent,7,362.0,0.066298343,12,0.077398066,8
19,2,Tavis Smiley,Radio Personality,50,28.0,4,40,1,Percent,12,362.0,0.077348066,8,0.066248343,12
19,2,Bethany Mota,Social Media Personality,18,33.0,4,40,0,Percent,4,362.0,0.091160221,3,0.091160221,3
19,2,Sadie Robertson,TV Personality,17,31.0,4,40,0,Percent,2,362.0,0.085635359,5,0.085635359,6
19,3,Antonio Sabato Jr.,Actor/Actress,42,29.0,4,40,0,Percent,8,353.0,0.082152975,8,0.082152975,8
19,3,Jonathan Bennett,Actor/Actress,33,32.0,4,40,0,Percent,9,353.0,0.090651558,4,0.090651558,4
19,3,Lea Thompson,Actor/Actress,53,31.0,4,40,0,Percent,6,353.0,0.087818697,7,0.087818697,7
19,3,Janel Parrish,Actor/Actress,25,40.0,4,40,0,Percent,3,353.0,0.113314448,1,0.113314448,1
19,3,Alfonso Ribeiro,Actor/Actress,42,32.0,4,40,0,Percent,1,353.0,0.090651558,4,0.090651558,5
19,3,Randy Couture,Athlete,51,26.0,4,40,1,Percent,11,353.0,0.073654391,11,0.073654391,11
19,3,Tommy Chong,Comedian,76,34.0,4,40,0,Percent,5,353.0,0.09631728,3,0.09631728,3
19,3,Betsey Johnson,Fashion Designer,72,29.0,4,40,0,Percent,10,353.0,0.082152975,8,0.082152975,9
19,3,Michael Waltrip,Racing Driver,51,28.0,4,40,0,Percent,7,353.0,0.079320113,10,0.079320113,10
19,3,Bethany Mota,Social Media Personality,18,40.0,4,40,0,Percent,4,353.0,0.113314448,1,0.113314448,2
19,3,Sadie Robertson,TV Personality,17,32.0,4,40,0,Percent,2,353.0,0.090651558,4,0.090651558,6
19,4,Antonio Sabato Jr.,Actor/Actress,42,29.0,4,40,0,Percent,8,320.0,0.090625,6,0.090625,6
19,4,Jonathan Bennett,Actor/Actress,33,24.0,4,40,0,Percent,9,320.0,0.075,10,0.087533333,7
19,4,Lea Thompson,Actor/Actress,53,39.0,4,40,0,Percent,6,320.0,0.121875,2,0.121875,2
19,4,Janel Parrish,Actor/Actress,25,36.0,4,40,0,Percent,3,320.0,0.1125,4,0.1125,4
19,4,Alfonso Ribeiro,Actor/Actress,42,40.0,4,40,0,Percent,1,320.0,0.125,1,0.125,1
19,4,Tommy Chong,Comedian,76,28.0,4,40,0,Percent,5,320.0,0.0875,8,0.0875,8
19,4,Betsey Johnson,Fashion Designer,72,29.0,4,40,1,Percent,10,320.0,0.090625,6,0.071808333,10
19,4,Michael Waltrip,Racing Driver,51,25.0,4,40,0,Percent,7,320.0,0.078125,9,0.084408333,9
19,4,Bethany Mota,Social Media Personality,18,33.0,4,40,0,Percent,4,320.0,0.103125,5,0.103125,5
19,4,Sadie Robertson,TV Personality,17,37.0,4,40,0,Percent,2,320.0,0.115625,3,0.115625,3
19,5,Antonio Sabato Jr.,Actor/Actress,42,28.0,4,40,0,Percent,8,264.0,0.106060606,6,0.106060606,6
19,5,Jonathan Bennett,Actor/Actress,33,24.0,4,40,0,Percent,9,264.0,0.090909091,7,0.090909091,7
19,5,Lea Thompson,Actor/Actress,53,34.0,4,40,0,Percent,6,264.0,0.128787879,2,0.128787879,2
19,5,Janel Parrish,Actor/Actress,25,33.0,4,40,0,Percent,3,264.0,0.125,4,0.125,4
19,5,Alfonso Ribeiro,Actor/Actress,42,34.0,4,40,0,Percent,1,264.0,0.128787879,2,0.128787879,3
19,5,Tommy Chong,Comedian,76,23.0,4,40,0,Percent,5,264.0,0.087121212,8,0.087121212,8
19,5,Michael Waltrip,Racing Driver,51,20.0,4,40,0,Percent,7,264.0,0.075757576,9,0.075757576,9
19,5,Bethany Mota,Social Media Personality,18,32.0,4,40,0,Percent,4,264.0,0.121212121,5,0.121212121,5
19,5,Sadie Robertson,TV Personality,17,36.0,4,40,0,Percent,2,264.0,0.136363636,1,0.136363636,1
19,6,Antonio Sabato Jr.,Actor/Actress,42,28.0,4,40,0,Percent,8,293.0,0.09556314,8,0.104697725,7
19,6,Jonathan Bennett,Actor/Actress,33,32.0,4,40,1,Percent,9,293.0,0.109215017,5,0.090945848,9
19,6,Lea Thompson,Actor/Actress,53,32.0,4,40,0,Percent,6,293.0,0.109215017,5,0.109215017,5
19,6,Janel Parrish,Actor/Actress,25,33.0,4,40,0,Percent,3,293.0,0.112627986,4,0.112627986,4
19,6,Alfonso Ribeiro,Actor/Actress,42,39.0,4,40,0,Percent,1,293.0,0.133105802,1,0.133105802,1
19,6,Tommy Chong,Comedian,76,28.0,4,40,0,Percent,5,293.0,0.09556314,8,0.104697725,6
19,6,Michael Waltrip,Racing Driver,51,30.0,4,40,0,Percent,7,293.0,0.102389078,7,0.102389078,8
19,6,Bethany Mota,Social Media Personality,18,36.0,4,40,0,Percent,4,293.0,0.122866894,2,0.122866894,2
19,6,Sadie Robertson,TV Personality,17,35.0,4,40,0,Percent,2,293.0,0.119453925,3,0.119453925,3
19,7,Antonio Sabato Jr.,Actor/Actress,42,29.5,4,40,1,Percent,8,258.5,0.114119923,7,0.108267215,8
19,7,Lea Thompson,Actor/Actress,53,35.0,4,40,0,Percent,6,258.5,0.135396518,2,0.135396518,2
19,7,Janel Parrish,Actor/Actress,25,33.5,4,40,0,Percent,3,258.5,0.12959381,4,0.12959381,4
19,7,Alfonso Ribeiro,Actor/Actress,42,34.0,4,40,0,Percent,1,258.5,0.131528046,3,0.131528046,3
19,7,Tommy Chong,Comedian,76,30.0,4,40,0,Percent,5,258.5,0.116054159,6,0.116054159,6
19,7,Michael Waltrip,Racing Driver,51,28.0,4,40,0,Percent,7,258.5,0.108317215,8,0.114169923,7
19,7,Bethany Mota,Social Media Personality,18,37.5,4,40,0,Percent,4,258.5,0.145067698,1,0.145067698,1
19,7,Sadie Robertson,TV Personality,17,31.0,4,40,0,Percent,2,258.5,0.119922631,5,0.119922631,5
19,8,Lea Thompson,Actor/Actress,53,32.0,4,40,0,Percent,6,248.0,0.129032258,5,0.129032258,5
19,8,Janel Parrish,Actor/Actress,25,43.0,4,40,0,Percent,3,248.0,0.173387097,1,0.173387097,1
19,8,Alfonso Ribeiro,Actor/Actress,42,41.0,4,40,0,Percent,1,248.0,0.165322581,2,0.165322581,2
19,8,Tommy Chong,Comedian,76,29.0,4,40,0,Percent,5,248.0,0.116935484,6,0.116935484,6
19,8,Michael Waltrip,Racing Driver,51,25.0,4,40,1,Percent,7,248.0,0.100806452,7,0.100806452,7
19,8,Bethany Mota,Social Media Personality,18,40.0,4,40,0,Percent,4,248.0,0.161290323,3,0.161290323,3
19,8,Sadie Robertson,TV Personality,17,38.0,4,40,0,Percent,2,248.0,0.153225806,4,0.153225806,4
19,9,Lea Thompson,Actor/Actress,53,35.0,4,40,1,Percent,6,214.0,0.163551402,5,0.13312757,6
19,9,Janel Parrish,Actor/Actress,25,38.5,4,40,0,Percent,3,214.0,0.179906542,1,0.179906542,1
19,9,Alfonso Ribeiro,Actor/Actress,42,38.5,4,40,0,Percent,1,214.0,0.179906542,1,0.179906542,2
19,9,Tommy Chong,Comedian,76,28.5,4,40,0,Percent,5,214.0,0.13317757,6,0.163601402,5
19,9,Bethany Mota,Social Media Personality,18,37.0,4,40,0,Percent,4,214.0,0.172897196,3,0.172897196,3
19,9,Sadie Robertson,TV Personality,17,36.5,4,40,0,Percent,2,214.0,0.170560748,4,0.170560748,4
19,10,Janel Parrish,Actor/Actress,25,39.0,4,40,0,Percent,3,182.5,0.21369863,1,0.21369863,1
19,10,Alfonso Ribeiro,Actor/Actress,42,37.5,4,40,0,Percent,1,182.5,0.205479452,3,0.205479452,3
19,10,Tommy Chong,Comedian,76,31.0,4,40,1,Percent,5,182.5,0.169863014,5,0.169863014,5
19,10,Bethany Mota,Social Media Personality,18,38.0,4,40,0,Percent,4,182.5,0.208219178,2,0.208219178,2
19,10,Sadie Robertson,TV Personality,17,37.0,4,40,0,Percent,2,182.5,0.202739726,4,0.202739726,4
19,11,Janel Parrish,Actor/Actress,25,38.9998,4,40,0,Percent,3,156.333,0.249466204,3,0.25,1
19,11,Alfonso Ribeiro,Actor/Actress,42,40.0,4,40,0,Percent,1,156.333,0.255864085,1,0.25,1
19,11,Bethany Mota,Social Media Personality,18,38.0,4,40,1,Percent,4,156.333,0.243070881,4,0.25,1
19,11,Sadie Robertson,TV Personality,17,39.3332,4,40,0,Percent,2,156.333,0.251598831,2,0.25,1
20,1,Suzanne Somers,Actor/Actress,68,25.0,4,40,0,Percent,9,318.0,0.078616352,8,0.078616352,8
20,1,Willow Shields,Actor/Actress,14,25.0,4,40,0,Percent,7,318.0,0.078616352,8,0.078616352,9
20,1,Riker Lynch,Actor/Actress,23,31.0,4,40,0,Percent,2,318.0,0.097484277,2,0.097484277,2
20,1,Rumer Willis,Actor/Actress,26,32.0,4,40,0,Percent,1,318.0,0.100628931,1,0.100628931,1
20,1,Nastia Liukin,Athlete,25,30.0,4,40,0,Percent,4,318.0,0.094339623,3,0.094339623,3
20,1,Michael Sam,Athlete,25,26.0,4,40,0,Percent,10,318.0,0.081761006,5,0.081761006,5
20,1,Robert Herjavec,Entrepreneur,52,28.0,4,40,0,Percent,6,318.0,0.088050314,4,0.088050314,4
20,1,Charlotte McKinney,Model,21,22.0,4,40,0,Percent,11,318.0,0.06918239,11,0.06918239,11
20,1,Noah Galloway,Motivational Speaker,33,26.0,4,40,0,Percent,3,318.0,0.081761006,5,0.081761006,6
20,1,Redfoo,Singer/Rapper,39,22.0,4,40,0,Percent,12,318.0,0.06918239,11,0.06918239,12
20,1,Patti LaBelle,Singer/Rapper,70,25.0,4,40,0,Percent,8,318.0,0.078616352,8,0.078616352,10
20,1,Chris Soules,TV Personality,33,26.0,4,40,0,Percent,5,318.0,0.081761006,5,0.081761006,7
20,2,Suzanne Somers,Actor/Actress,68,28.0,4,40,0,Percent,9,347.0,0.080691643,6,0.080691643,6
20,2,Willow Shields,Actor/Actress,14,32.0,4,40,0,Percent,7,347.0,0.09221902,2,0.09221902,2
20,2,Riker Lynch,Actor/Actress,23,32.0,4,40,0,Percent,2,347.0,0.09221902,2,0.09221902,3
20,2,Rumer Willis,Actor/Actress,26,32.0,4,40,0,Percent,1,347.0,0.09221902,2,0.09221902,4
20,2,Nastia Liukin,Athlete,25,34.0,4,40,0,Percent,4,347.0,0.097982709,1,0.097982709,1
20,2,Michael Sam,Athlete,25,28.0,4,40,0,Percent,10,347.0,0.080691643,6,0.080691643,7
20,2,Robert Herjavec,Entrepreneur,52,28.0,4,40,0,Percent,6,347.0,0.080691643,6,0.080691643,8
20,2,Charlotte McKinney,Model,21,26.0,4,40,0,Percent,11,347.0,0.074927954,11,0.074961287,11
20,2,Noah Galloway,Motivational Speaker,33,27.0,4,40,0,Percent,3,347.0,0.077809798,10,0.077809798,10
20,2,Redfoo,Singer/Rapper,39,31.0,4,40,1,Percent,12,347.0,0.089337176,5,0.060452065,12
20,2,Patti LaBelle,Singer/Rapper,70,28.0,4,40,0,Percent,8,347.0,0.080691643,6,0.080691643,9
20,2,Chris Soules,TV Personality,33,21.0,4,40,0,Percent,5,347.0,0.060518732,12,0.089370509,5
20,3,Suzanne Somers,Actor/Actress,68,25.0,4,40,0,Percent,9,313.0,0.079872204,8,0.079872204,8
20,3,Willow Shields,Actor/Actress,14,32.0,4,40,0,Percent,7,313.0,0.102236422,4,0.102236422,4
20,3,Riker Lynch,Actor/Actress,23,34.0,4,40,0,Percent,2,313.0,0.108626198,1,0.108626198,1
20,3,Rumer Willis,Actor/Actress,26,33.0,4,40,0,Percent,1,313.0,0.10543131,3,0.10543131,3
20,3,Nastia Liukin,Athlete,25,34.0,4,40,0,Percent,4,313.0,0.108626198,1,0.108626198,2
20,3,Michael Sam,Athlete,25,24.0,4,40,0,Percent,10,313.0,0.076677316,9,0.076677316,9
20,3,Robert Herjavec,Entrepreneur,52,29.0,4,40,0,Percent,6,313.0,0.092651757,6,0.092651757,6
20,3,Charlotte McKinney,Model,21,22.0,4,40,1,Percent,11,313.0,0.07028754,10,0.07023754,11
20,3,Noah Galloway,Motivational Speaker,33,30.0,4,40,0,Percent,3,313.0,0.095846645,5,0.095846645,5
20,3,Patti LaBelle,Singer/Rapper,70,22.0,4,40,0,Percent,8,313.0,0.07028754,10,0.07033754,10
20,3,Chris Soules,TV Personality,33,28.0,4,40,0,Percent,5,313.0,0.089456869,7,0.089456869,7
20,4,Suzanne Somers,Actor/Actress,68,28.0,4,40,0,Percent,9,325.0,0.086153846,9,0.088238462,9
20,4,Willow Shields,Actor/Actress,14,39.0,4,40,0,Percent,7,325.0,0.12,1,0.12,1
20,4,Riker Lynch,Actor/Actress,23,34.0,4,40,0,Percent,2,325.0,0.104615385,4,0.104615385,4
20,4,Rumer Willis,Actor/Actress,26,35.0,4,40,0,Percent,1,325.0,0.107692308,3,0.107692308,3
20,4,Nastia Liukin,Athlete,25,36.0,4,40,0,Percent,4,325.0,0.110769231,2,0.110769231,2
20,4,Michael Sam,Athlete,25,30.0,4,40,1,Percent,10,325.0,0.092307692,7,0.081984615,10
20,4,Robert Herjavec,Entrepreneur,52,34.0,4,40,0,Percent,6,325.0,0.104615385,4,0.104615385,5
20,4,Noah Galloway,Motivational Speaker,33,32.0,4,40,0,Percent,3,325.0,0.098461538,6,0.098461538,6
20,4,Patti LaBelle,Singer/Rapper,70,30.0,4,40,0,Percent,8,325.0,0.092307692,7,0.092307692,7
20,4,Chris Soules,TV Personality,33,27.0,4,40,0,Percent,5,325.0,0.083076923,10,0.091315385,8
20,5,Suzanne Somers,Actor/Actress,68,28.0,4,40,1,Percent,9,283.0,0.098939929,5,0.084755654,9
20,5,Willow Shields,Actor/Actress,14,34.0,4,40,0,Percent,7,283.0,0.120141343,4,0.120141343,4
20,5,Riker Lynch,Actor/Actress,23,38.0,4,40,0,Percent,2,283.0,0.134275618,2,0.134275618,2
20,5,Rumer Willis,Actor/Actress,26,39.0,4,40,0,Percent,1,283.0,0.137809187,1,0.137809187,1
20,5,Nastia Liukin,Athlete,25,38.0,4,40,0,Percent,4,283.0,0.134275618,2,0.134275618,3
20,5,Robert Herjavec,Entrepreneur,52,24.0,4,40,0,Percent,6,283.0,0.084805654,9,0.098989929,5
20,5,Noah Galloway,Motivational Speaker,33,28.0,4,40,0,Percent,3,283.0,0.098939929,5,0.098939929,6
20,5,Patti LaBelle,Singer/Rapper,70,27.0,4,40,0,Percent,8,283.0,0.09540636,7,0.09540636,7
20,5,Chris Soules,TV Personality,33,27.0,4,40,0,Percent,5,283.0,0.09540636,7,0.09540636,8
20,6,Willow Shields,Actor/Actress,14,36.5,4,40,0,Percent,7,283.0,0.128975265,2,0.128975265,2
20,6,Riker Lynch,Actor/Actress,23,38.0,4,40,0,Percent,2,283.0,0.134275618,1,0.134275618,1
20,6,Rumer Willis,Actor/Actress,26,35.5,4,40,0,Percent,1,283.0,0.125441696,4,0.125441696,4
20,6,Nastia Liukin,Athlete,25,36.5,4,40,0,Percent,4,283.0,0.128975265,2,0.128975265,3
20,6,Robert Herjavec,Entrepreneur,52,33.5,4,40,0,Percent,6,283.0,0.118374558,8,0.120191343,6
20,6,Noah Galloway,Motivational Speaker,33,34.0,4,40,0,Percent,3,283.0,0.120141343,6,0.120141343,7
20,6,Patti LaBelle,Singer/Rapper,70,34.0,4,40,1,Percent,8,283.0,0.120141343,6,0.118324558,8
20,6,Chris Soules,TV Personality,33,35.0,4,40,0,Percent,5,283.0,0.123674912,5,0.123674912,5
20,7,Willow Shields,Actor/Actress,14,39.0,4,40,1,Percent,7,254.0,0.153543307,2,0.11148189,7
20,7,Riker Lynch,Actor/Actress,23,37.0,4,40,0,Percent,2,254.0,0.145669291,4,0.145669291,3
20,7,Rumer Willis,Actor/Actress,26,37.0,4,40,0,Percent,1,254.0,0.145669291,4,0.145669291,4
20,7,Nastia Liukin,Athlete,25,41.0,4,40,0,Percent,4,254.0,0.161417323,1,0.161417323,1
20,7,Robert Herjavec,Entrepreneur,52,31.0,4,40,0,Percent,6,254.0,0.122047244,6,0.143077953,6
20,7,Noah Galloway,Motivational Speaker,33,38.0,4,40,0,Percent,3,254.0,0.149606299,3,0.149606299,2
20,7,Chris Soules,TV Personality,33,31.0,4,40,0,Percent,5,254.0,0.122047244,6,0.143077953,5
20,8,Riker Lynch,Actor/Actress,23,39.0,4,40,0,Percent,2,211.5,0.184397163,2,0.184397163,2
20,8,Rumer Willis,Actor/Actress,26,40.0,4,40,0,Percent,1,211.5,0.189125296,1,0.189125296,1
20,8,Nastia Liukin,Athlete,25,38.0,4,40,0,Percent,4,211.5,0.179669031,3,0.179669031,3
20,8,Robert Herjavec,Entrepreneur,52,31.0,4,40,1,Percent,6,211.5,0.146572104,6,0.146572104,6
20,8,Noah Galloway,Motivational Speaker,33,31.5,4,40,0,Percent,3,211.5,0.14893617,5,0.151350236,4
20,8,Chris Soules,TV Personality,33,32.0,4,40,1,Percent,5,211.5,0.151300236,4,0.14888617,5
20,9,Riker Lynch,Actor/Actress,23,40.0,4,40,0,Percent,2,157.0,0.25477707,1,0.25477707,2
20,9,Rumer Willis,Actor/Actress,26,39.0,4,40,0,Percent,1,157.0,0.248407643,3,0.248440977,3
20,9,Nastia Liukin,Athlete,25,40.0,4,40,1,Percent,4,157.0,0.25477707,1,0.24197155,4
20,9,Noah Galloway,Motivational Speaker,33,38.0,4,40,0,Percent,3,157.0,0.242038217,4,0.254810403,1
20,10,Riker Lynch,Actor/Actress,23,40.0,4,40,0,Percent,2,116.0,0.344827586,1,0.332833333,3
20,10,Rumer Willis,Actor/Actress,26,40.0,4,40,0,Percent,1,116.0,0.344827586,1,0.333833333,1
20,10,Noah Galloway,Motivational Speaker,33,36.0,4,40,0,Percent,3,116.0,0.310344828,3,0.333333333,2
21,1,Gary Busey,Actor/Actress,71,15.0,3,30,0,Percent,10,250.0,0.06,9,0.06,9
21,1,Alexa PenaVega,Actor/Actress,27,22.0,3,30,0,Percent,6,250.0,0.088,5,0.088,5
21,1,Carlos PenaVega,Actor/Actress,26,23.0,3,30,0,Percent,4,250.0,0.092,3,0.092,3
21,1,Victor Espinoza,Athlete,43,15.0,3,30,0,Percent,12,250.0,0.06,9,0.06,10
21,1,Alek Skarlatos,Military,22,22.0,3,30,0,Percent,3,250.0,0.088,5,0.088,6
21,1,Chaka Khan,Singer/Rapper,62,13.0,3,30,0,Percent,13,250.0,0.052,12,0.052,12
21,1,Andy Grammer,Singer/Rapper,31,21.0,3,30,0,Percent,7,250.0,0.084,7,0.084,7
21,1,Tamar Braxton,Singer/Rapper,38,23.0,3,30,0,Percent,5,250.0,0.092,3,0.092,4
21,1,Nick Carter,Singer/Rapper,35,24.0,3,30,0,Percent,2,250.0,0.096,1,0.096,1
21,1,Hayes Grier,Social Media Personality,15,21.0,3,30,0,Percent,8,250.0,0.084,7,0.084,8
21,1,Bindi Irwin,TV Personality,17,24.0,3,30,0,Percent,1,250.0,0.096,1,0.096,2
21,1,Kim Zolciak-Biermann,TV Personality,37,12.0,3,30,0,Percent,11,250.0,0.048,13,0.048,13
21,1,Paula Deen,TV Personality,68,15.0,3,30,0,Percent,9,250.0,0.06,9,0.06,11
21,2,Gary Busey,Actor/Actress,71,16.5,3,30,0,Percent,10,270.5,0.060998152,12,0.068441867,9
21,2,Alexa PenaVega,Actor/Actress,27,23.0,3,30,0,Percent,6,270.5,0.085027726,3,0.085027726,3
21,2,Carlos PenaVega,Actor/Actress,26,22.5,3,30,0,Percent,4,270.5,0.083179298,4,0.083179298,7
21,2,Victor Espinoza,Athlete,43,18.5,3,30,1,Percent,12,270.5,0.068391867,9,0.060948152,12
21,2,Alek Skarlatos,Military,22,22.5,3,30,0,Percent,3,270.5,0.083179298,4,0.083179298,4
21,2,Chaka Khan,Singer/Rapper,62,15.0,3,30,1,Percent,13,270.5,0.055452865,13,0.055452865,13
21,2,Andy Grammer,Singer/Rapper,31,22.0,3,30,0,Percent,7,270.5,0.081330869,8,0.081330869,8
21,2,Tamar Braxton,Singer/Rapper,38,24.5,3,30,0,Percent,5,270.5,0.090573013,1,0.090573013,1
21,2,Nick Carter,Singer/Rapper,35,22.5,3,30,0,Percent,2,270.5,0.083179298,4,0.083179298,5
21,2,Hayes Grier,Social Media Personality,15,22.5,3,30,0,Percent,8,270.5,0.083179298,4,0.083179298,6
21,2,Bindi Irwin,TV Personality,17,24.0,3,30,0,Percent,1,270.5,0.088724584,2,0.088724584,2
21,2,Kim Zolciak-Biermann,TV Personality,37,18.5,3,30,0,Percent,11,270.5,0.068391867,9,0.068391867,10
21,2,Paula Deen,TV Personality,68,18.5,3,30,0,Percent,9,270.5,0.068391867,9,0.068391867,11
21,3,Gary Busey,Actor/Actress,71,25.0,4,40,0,Percent,10,305.0,0.081967213,9,0.081967213,9
21,3,Alexa PenaVega,Actor/Actress,27,36.0,4,40,0,Percent,6,305.0,0.118032787,1,0.118032787,1
21,3,Carlos PenaVega,Actor/Actress,26,31.0,4,40,0,Percent,4,305.0,0.101639344,6,0.101639344,6
21,3,Alek Skarlatos,Military,22,33.0,4,40,0,Percent,3,305.0,0.108196721,3,0.108196721,3
21,3,Andy Grammer,Singer/Rapper,31,29.0,4,40,0,Percent,7,305.0,0.095081967,8,0.095081967,8
21,3,Tamar Braxton,Singer/Rapper,38,33.0,4,40,0,Percent,5,305.0,0.108196721,3,0.108196721,4
21,3,Nick Carter,Singer/Rapper,35,36.0,4,40,0,Percent,2,305.0,0.118032787,1,0.118032787,2
21,3,Hayes Grier,Social Media Personality,15,30.0,4,40,0,Percent,8,305.0,0.098360656,7,0.098360656,7
21,3,Bindi Irwin,TV Personality,17,32.0,4,40,0,Percent,1,305.0,0.104918033,5,0.104918033,5
21,3,Paula Deen,TV Personality,68,20.0,4,40,0,Percent,9,305.0,0.06557377,10,0.06557377,10
21,4,Gary Busey,Actor/Actress,71,16.0,3,30,1,Percent,10,236.0,0.06779661,10,0.06779661,10
21,4,Alexa PenaVega,Actor/Actress,27,21.0,3,30,0,Percent,6,236.0,0.088983051,8,0.088983051,8
21,4,Carlos PenaVega,Actor/Actress,26,25.0,3,30,0,Percent,4,236.0,0.105932203,5,0.105932203,5
21,4,Alek Skarlatos,Military,22,24.0,3,30,0,Percent,3,236.0,0.101694915,6,0.101694915,6
21,4,Andy Grammer,Singer/Rapper,31,23.0,3,30,0,Percent,7,236.0,0.097457627,7,0.097457627,7
21,4,Tamar Braxton,Singer/Rapper,38,27.0,3,30,0,Percent,5,236.0,0.11440678,2,0.11440678,2
21,4,Nick Carter,Singer/Rapper,35,27.0,3,30,0,Percent,2,236.0,0.11440678,2,0.11440678,3
21,4,Hayes Grier,Social Media Personality,15,27.0,3,30,0,Percent,8,236.0,0.11440678,2,0.11440678,4
21,4,Bindi Irwin,TV Personality,17,28.0,3,30,0,Percent,1,236.0,0.118644068,1,0.118644068,1
21,4,Paula Deen,TV Personality,68,18.0,3,30,0,Percent,9,236.0,0.076271186,9,0.076271186,9
21,5,Alexa PenaVega,Actor/Actress,27,40.0,4,40,0,Percent,6,301.0,0.132890365,1,0.132890365,1
21,5,Carlos PenaVega,Actor/Actress,26,39.0,4,40,0,Percent,4,301.0,0.129568106,2,0.129568106,2
21,5,Alek Skarlatos,Military,22,29.0,4,40,0,Percent,3,301.0,0.096345515,7,0.096345515,7
21,5,Andy Grammer,Singer/Rapper,31,36.0,4,40,0,Percent,7,301.0,0.119601329,4,0.119601329,4
21,5,Tamar Braxton,Singer/Rapper,38,29.0,4,40,0,Percent,5,301.0,0.096345515,7,0.096345515,8
21,5,Nick Carter,Singer/Rapper,35,35.0,4,40,0,Percent,2,301.0,0.11627907,5,0.11627907,5
21,5,Hayes Grier,Social Media Personality,15,30.0,4,40,0,Percent,8,301.0,0.099667774,6,0.099667774,6
21,5,Bindi Irwin,TV Personality,17,37.0,4,40,0,Percent,1,301.0,0.122923588,3,0.122923588,3
21,5,Paula Deen,TV Personality,68,26.0,4,40,0,Percent,9,301.0,0.086378738,9,0.086378738,9
21,6,Alexa PenaVega,Actor/Actress,27,30.0,4,40,0,Percent,6,313.0,0.095846645,7,0.095846645,7
21,6,Carlos PenaVega,Actor/Actress,26,38.0,4,40,0,Percent,4,313.0,0.121405751,5,0.121405751,5
21,6,Alek Skarlatos,Military,22,30.0,4,40,0,Percent,3,313.0,0.095846645,7,0.095846645,8
21,6,Andy Grammer,Singer/Rapper,31,40.0,4,40,0,Percent,7,313.0,0.127795527,1,0.127795527,1
21,6,Tamar Braxton,Singer/Rapper,38,40.0,4,40,0,Percent,5,313.0,0.127795527,1,0.127795527,2
21,6,Nick Carter,Singer/Rapper,35,39.0,4,40,0,Percent,2,313.0,0.124600639,4,0.124600639,4
21,6,Hayes Grier,Social Media Personality,15,32.0,4,40,0,Percent,8,313.0,0.102236422,6,0.102236422,6
21,6,Bindi Irwin,TV Personality,17,40.0,4,40,0,Percent,1,313.0,0.127795527,1,0.127795527,3
21,6,Paula Deen,TV Personality,68,24.0,4,40,1,Percent,9,313.0,0.076677316,9,0.076677316,9
21,7,Alexa PenaVega,Actor/Actress,27,27.5,3,30,0,Percent,6,221.0,0.124434389,5,0.124434389,5
